Title,Developer,Publisher,Release date NA,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Indiana Jones and The Last Crusade: The Graphic Adventure,Tiertex,U.S. Gold,1991,gg,Indiana Jones and The Last Crusade: The Graphic Adventure was developed by LucasArts and is a recreation of the third Indiana Jones film in adventure game form.,3030-14748,14748,0,1989-07-01,https://www.giantbomb.com/indiana-jones-and-the-last-crusade-the-graphic-adv/3030-14748/,," <div> Overview : Indiana Jones and The Last Crusade is a point and click adventure game based on the movie of the same name. While it follows the plot of the film in broad terms, it also adds to existing sequences for the film, or creates new ones altogether, presumably to flesh out the experience. Unlike later LucasArts titles, it is possible for the protagonist to die.The game also features music from John Williams' score to the film. If you didn't have a soundcard this would be limited to short bursts of PC speaker jingles.It was re-released via Steam on July 8th, 2009. </div>  <div> Features : Game manual in the form of Dr. Jones Sr.'s Grail diaryDifferent styles of gameplay: puzzles, boxing, and flyingIndy Quotient (IQ) scoring system, rewarding different solutions to puzzles, and adding replay value </div> "
Iron Man / X-O Manowar in Heavy Metal,Realtime Associates,Acclaim,"October 14, 1996",gg,Intercompany comic hero crossover.,3030-8511,8511,0,,https://www.giantbomb.com/iron-man-x-o-manowar-in-heavy-metal/3030-8511/,ESRB: T,
The Itchy & Scratchy Game,Bits Corporation,Acclaim,1995,gg,"A platformer game based on Itchy &amp; Scratchy, the TV-show-within-a-TV-show on Fox's The Simpsons. Depending on the version, the player either takes control of Itchy the mouse or Scratchy the cat.",3030-15512,15512,0,,https://www.giantbomb.com/the-itchy-scratchy-game/3030-15512/,ESRB: K-A," <div> Overview : The Itchy and Scratchy Game was released in March of 1995, and was published by Acclaim Entertainment. The game stars Itchy and Scratchy from Fox's The Simpsons and retains the comical violence from the TV show. The protagonist is Itchy in the Super Nintendo version, and Scratchy in the Game Gear version. </div>  <div> Gameplay : The Itchy and Scratchy Game is a platforming game, with weapons, and dangerous detours within the levels. Itchy starts out with a mallet, and various weapons are usable later through the game often matching the theme of the level the player is on. There are seven stages in total and all levels have blocked paths that require key items to unlock the path before the player can continue on. Itchy can kill enemies by hitting them with his weapon, though taking too many hits to the health bar can result in his death as well. There is also be a boss battle at the end of each stage, utilizing some sort of puzzle within the fight. </div> "
James Pond 2: Codename: RoboCod,Vectordean,U.S. Gold,1993,gg,"A side-scrolling platform game released in 1991. It is the sequel to the original James Pond, and now parodies RoboCop as well as James Bond.",3030-397,397,0,1991-08-18,https://www.giantbomb.com/james-pond-2-codename-robocod/3030-397/,ESRB: E," <div> Overview : James Pond 2: Codename RoboCod is the second game in the James Pond series, which is also known as Super James Pond. It features the piscine special agent in a new mission at the North Pole. Unlike its free-form predecessor, James Pond 2 is a far more traditional side-scrolling platformer.The game was originally released on the Commodore Amiga, Atari ST and the Sega Genesis in 1991. They were followed with ports to the Amiga CD32, C64, Game Boy, Game Gear, Sega Master System and the Super Nintendo. It has recently received additional graphically enhanced ports for the Nintendo DS, PlayStation 2 and PlayStation Network.There have been multiple publishers for the game. The SNES port alone has three: Victor Interactive Software published the game in Japan, American Softworks in the US and Ocean Software in Europe. EA, US Gold and others have published the game on other systems. </div>  <div> Gameplay : James Pond 2: Codename Robocod is a side-scrolling platformer which is very similar in feel and gameplay to the early Super Mario Bros. games. The player takes on the role of James Pond; a walking fish with body armor who must free all of the Penguins and Toys that the evil Dr. Maybe has captured. In addition to the more traditional elements of platforming, the player has the ability to extend James' body vertically in order to reach platforms and items. He also has access to a number of vehicles throughout the game, such as cars, biplanes and a flying bath. </div>  <div> Trivia : The UK version of the game contains one of the earliest known forms of in-game product placements with the Penguins in the game advertising the ""Penguin"" chocolate bar by McVities.The SNES version of the game was called Super James Pond in North America, whereas in other regions it was called Super James Pond 2.The Playstation, Game Boy Advance and Nintendo DS versions of the game are re-makes rather than ports, with changes to music, level design and art, they are generally considered to be inferior games. </div>  <div> Critical Reception : Electronic Gaming Monthly's Mike Weigand revealed little in his short review of the SNES version of the game other than his review score of 5 out of ten. He wrote, ""...James's ability to make himself tall is quite interesting, but that is really the only special thing about him"". He suggested that fans of the franchise may prefer Aquatic Games. </div> "
Jeopardy!,GameTek,GameTek,1993,gg,An adaptation of the trivia game show for iOS and Android,3030-40143,40143,0,2010-09-22,https://www.giantbomb.com/jeopardy/3030-40143/,,
Jeopardy! Sports Edition,GameTek,GameTek,1994,gg,Answer sports trivia in this adaptation of the popular game show.,3030-23740,23740,0,,https://www.giantbomb.com/jeopardy-sports-edition/3030-23740/,," <div> Overview : Jeopardy! Sports Edition is a competitive quiz game based on the syndicated TV show Jeopardy!. It is functionally similar to the Super Jeopardy video game adaptation made for the SNES and Genesis but with categories and questions focused on sports trivia. Categories range from questions on specific sports, like baseball or football, to various ""pot pourri"" trivia about the world of sports in general.The game was first released on the Sega Genesis in 1993, with additional versions for the Super Nintendo and Nintendo Game Boy the following year. </div> "
Joe Montana Football,BlueSky Software,Sega,1992,gg,"A new Joe Montana Football game for mobile devices, using Unreal Engine 4.",3030-50036,50036,0,,https://www.giantbomb.com/joe-montana-football/3030-50036/,,
Strider Returns,Tiertex,U.S. Gold,1994,gg,"Sequel to Strider made by British developer U.S. Gold in 1990 under license from Capcom USA. Platforms include Sega Genesis, Game Gear and Master System.",3030-23690,23690,0,1992-05-12,https://www.giantbomb.com/strider-returns/3030-23690/,," <div> Critical Reception : When the Genesis version was released in 1993 Electronic Gaming Monthly issued the following review scores, 8,6,6 and 7. Ed Semrad, who issued the highest score wrote, ""...seems to be a longer game [than the first], and the music is above average. A lot of voice is also used. The main problem facing this cart is the fact that the animation is choppy. It seems a lot of the frames are just ported over from the original, and pieced together sloppily"".The review of the Game Gear version from Electronic Gaming Monthly compared the game mostly to the Genesis version and was given scores of 7,7,7 and 7. Donyon Carpenter's comments typify the general mood of the reviewers, ""...very playable and offers some great looking and very involving levels... The screen is very blurry at times because the game moves so fast, but I've seen worse"". </div> "
Judge Dredd,Probe,Acclaim,1995,gg,Judge Dredd,3030-28687,28687,0,,https://www.giantbomb.com/judge-dredd/3030-28687/,,
Junction,Micronet,Micronet,1991,gg,A puzzle game for the Genesis similar to Pipe Dream. The player has to continually shift pathways to direct a red ball around a maze without letting it fall.,3030-69645,69645,0,1990-11-25,https://www.giantbomb.com/junction/3030-69645/,," <div> Overview : Junction is a puzzle game from Micronet under license from Konami (it uses Konami's 1982 arcade game Locomotion as its base) released exclusively for the Sega Genesis and Sega Game Gear platforms.The goal of the game is to direct a red ball around a maze of interchangeable floor tiles with different sets of grooves so that they hit every external ramp around the board. The ball travels around at its own pace, but the player can speed it up temporarily with the B button. Certain obstacles, like the pyramids, interact with the ball in different ways that the player must be careful to observe.  </div> "
Jungle Strike,Unexpected Development,Black Pearl Software,1995,gg,"An isometric action game in which the player controls a Comanche helicopter, a hovercraft, a F117 Nighthawk and an attack bike against the forces of the South American drug-lord Ortega and the Middle-Eastern 'Madman' Kilbaba.",3030-2180,2180,0,,https://www.giantbomb.com/jungle-strike/3030-2180/,," <div> Overview : Jungle Strike is the follow up to Desert Strike and continues the story started in Desert Strike. Players command a variety of aircraft and ground units in order to stop Ibn Kilbaba, the son of General Kilbaba from Desert Strike, and Carlos Ortega, the drug lord, who threaten the United States with nuclear weapons. </div>  <div> Gameplay : The game plays from an isometric perspective and is broken down into specific missions that need to be accomplished on each level. These range from attacking certain locations to recovering items and personnel to defending allied units and buildings. Should any of the objectives result in a failure, the player must restart the level from the beginning. Before each level, players choose a co-pilot to help them, which gives the players semi-automatic to automatic fire on the machine guns. During the missions, fuel, ammunition, and armor all factor into the gameplay and can be recovered by finding related objects in the level. </div>  <div> Story : Ibn Kilbaba, the son of General Kilbaba from Desert Strike, plots his revenge against the United States by allying himself with Carlos Ortega, the drug lord, and announces his dominance by dropping a nuke on an island somewhere in the Pacific. STRIKE quickly send their top agent to secure the President and the surrounding D.C. area against terrorist attack. After securing the President, STRIKE moves to nullify Kilbaba's nuclear capability and control of specific regions. Being pushed back to the mountains, Kilbaba and the Drug Lord put up a strong resistance in their fortress, but are captured and taken back to the United States. However, both are able to escape following an attack on the Capitol. In the end, Kilbaba's escape in a gasoline truck is cut short and the Drug Lord is presumed dead after attempting to flee in a bus. With both leaders out of commission and a nuclear crisis averted in Washington D.C., the world is once again safe from fanatical leaders. </div> "
Jurassic Park,Sega,Sega,1993,gg,Telltale Games continue on from the events of the first Jurassic Park film with this cinematic adventure game.,3030-33851,33851,0,2011-11-15,https://www.giantbomb.com/jurassic-park/3030-33851/,ESRB: T," <div> Overview : Telltale's Jurassic Park: The Game tells a story that opens directly parallel with the story of the first motion picture and deals with the plot points that were abandoned after the 1993 blockbuster film ended. Mainly, Dennis Nedry's Barbasol can of dinosaur embryos, which serves as the opening plot point for the main characters to meet. The timeline of the game occurs both within the film and in the aftermath of the incident, and the player experiences these moments in part from the viewpoint of Jurassic Park's chief veterinarian, Gerry Harding. Other characters include Harding's daughter Jess and other inhabitants of Isla Nublar not seen in the movie, such as scientists, smugglers, or mercenaries. Like recent releases from Telltale Games, Jurassic Park: The Game is broken up into a series of four episodes. However, all four episodes ship with the game, with one easily transitioning to the next without having to purchase the next episode piecemeal. </div>  <div> Gameplay : Telltale Games has said to have been heavily influenced by Heavy Rain's mechanics. The game includes slow-paced investigation sequences where the player pans the camera and initiates sequences where the main character takes closer looks at key places. This is often accompanied with dialogue choices, moving between key locations within the puzzle area, and minor button-mashing sequences. It will also shift to immediate response Quick Time Events when a life or death situation presents itself, such as directional input either solo or in sequences, and also faster button-mashing sequences. If the player is not quick enough to complete the button prompts on the screen, they will either be rewarded with another chance to get the sequence right or with a delightful character death sequence, such as being crushed between the horns of a Triceratops or the jaws of a Tyrannosaurus. Not even young Jess is spared from meeting a demise.There are many cases where a failed Quick Time Event won't immediately render a death screen though. Some will only drain the end Award level for each survival sequence.Gold - Complete all QTEs in the sequence.Silver - Miss one QTE in the sequence.Bronze - Missed three QTEs in the sequence.No Award - Missed five QTEs prompts in the sequence.If the player fails a QTE that results in death, the game will reload to a designated checkpoint where the sequence started, this will cause players to lose one award point. </div>  <div> Story : The story of Jurassic Park: The Game is comprised of four episodes, each being 11 to 12 scenarios long. Each scenario takes place in a different location of the park. Some locations will be familiar to fans of the first Jurassic Park film, such as the Dennis Nedry car scene or the Park's Visitor Center, while other locations will be brand new to both new players and old fans. </div>  <div> System Requirements : The episode opens with Nima Cruz stumbling through the jungle, injured, clutching the Barbasol can and growing more and more delirious. Hired by BioSyn, she's been searching for Dennis Nedry and the can, unaware of the content or even about the kind of animals roaming the park. After surviving an onslaught of Dilophosauruses, she's then been attacked by a different kind of poisonous dinosaur called Troodon and there's a pack of them stalking her as she grows weaker with every step. This is where she's almost run over by a jeep driven by Gerry Harding, on his way back to the visitor's center with his teenage daughter Jess. Unaware of her reasons to be on the island, Gerry lifts her into the car and tries to stabilize her so she can receive treatment. When they make it back to the visitor's center, they enter it just in time to miss the sight of the helicopter carrying off the survivors from the motion picture.With the T-rex still being around, they fight their way to save Nima and survive themselves. Though the situation naturally only gets worse as Nima's desperation to get the can to the North Harbor becomes more apparent. Only minutes after regaining consciousness, she draws a gun on the father and daughter. </div> "
Kawasaki Superbike Challenge,Teque London,Time Warner Interactive,1995,gg,"A Kawasaki-sponsored motorcycle racing game for Genesis, SNES and Game Gear.",3030-1348,1348,0,,https://www.giantbomb.com/kawasaki-superbike-challenge/3030-1348/,ESRB: K-A," <div> Overview : Kawasaki Superbike Challenge (Kawasaki Superbikes in Europe) is a motorcycle racing game that depicts the action from the driver's view. It uses the same tech as the Amiga/Genesis game F1, using sprite scaling to display depth for the various other racers and objects along the race course.The game features fourteen standard tracks as well as the extra-length Suzuki 8 Hours endurance race. The game features the Kawasaki license, but everything else - teams and drivers - are fictional.The game was first released on Sega Genesis in 1994 and was ported to the Game Gear and SNES the following year. </div> "
Klax,Tengen,TengenNADomark EU,1991,gg,Players organize blocks of the same color to make them disappear.,3030-16455,16455,0,,https://www.giantbomb.com/klax/3030-16455/,ESRB: E," <div> Overview : Players line up colored blocks into various patterns to make them disappear. Atari Games originally released it as a coin-op follow up to Tetris, which they were tangled in a legal dispute about at the time.There are actually two Genesis versions of the game. The first, released only in Japan, was ported by Namco who also published the game. The second was the standard Tengen version available on other platforms. </div>  <div> Gameplay : Klax features a conveyor belt at the top of the screen which rolls toward the playing area, delivering a steady supply of colored blocks. The player controls a small device which sits at the interface between the conveyor belt and the playing area. By moving this left and right, the player can catch up to five blocks and deposit them in the playing area. Blocks are dropped in order of recency, with the newest block dropped first. Similarly, the player may launch blocks back up the conveyor belt in an attempt to ""juggle"" them to get the appropriate color ready. </div>  <div> Blob Ball : A Klax is the simplest pattern of three matching blocks. Each pattern is a multiplier based on the number of Klaxes it is worth. Four matching tiles in a row, as an example, are worth two Klaxes. Points are scored based on pattern size. The more blocks which are simultaneously removed, the higher the score. Empty space at the end of the round is also scored. After each round, the player may skip 5 or 10 stages, which results in a higher score multiplier, and more available drops. Difficulty is similarly ramped up faster. Stages have unique challenges, such as forming a specific pattern a number of times (""complete 5 diagonals""). </div> "
Krusty's Fun House,Audiogenic,Flying Edge,May 1992,gg,A puzzle strategy game in the Lemmings mold featuring characters from The Simpsons. Help Krusty rid himself of a rat infestation.,3030-12321,12321,0,1992-03-19,https://www.giantbomb.com/krustys-fun-house/3030-12321/,," <div> Overview : Krusty's Fun House (or Krusty's Super Fun House) is a puzzle game in which Krusty the Clown, of The Simpsons fame, is trying to eradicate all the rodents in his titular fun house. The goal is to convince the rats to march towards the machines that will eliminate them (staffed by Bart and Homer Simpson, as well as Krusty Show characters Sideshow Mel and Corporal Punishment) by using objects found in the vicinity. Like the Lemmings from the series of the same name, the rats will simply follow a set of rules defined by their programming and the player can use this to anticipate their actions and plan accordingly in order to trap them.The game was based on Audiogenic's earlier Amiga game Rat-Trap, which was licensed out to Acclaim so they could turn it into a The Simpsons licensed game. Acclaim published the game on almost every platform imaginable at the time, sub-licensing the home computer versions to Virgin Games. </div> "
Disney Castle of Illusion Starring Mickey Mouse,Sega,Sega,May 1993,gg,Journey back through the mysterious Castle of Illusion in this remake of one of Mickey Mouse's earliest 2D platforming adventures.,3030-42342,42342,0,2013-09-03,https://www.giantbomb.com/disney-castle-of-illusion-starring-mickey-mouse/3030-42342/,ESRB: E," <div> Overview : Disney Castle of Illusion Starring Mickey Mouse (also known as Castle of Illusion) is a 2.5D platformer developed by Sega Studios Australia and published by Sega on September 3-4, 2013 for the PlayStation 3 (via PlayStation Network), Xbox 360 (via Xbox Live Arcade), and PC (via Steam). Starring Disney mascot Mickey Mouse, the game is a remake of the 1990 Sega Genesis platformer of the same name.As Mickey, players must venture through the evil Castle of Illusion to rescue Minnie Mouse from the evil witch Mizrabel, who plans to steal Minnie's beauty and popularity. To do so, he must find the seven Rainbow Gems (guarded by monstrous Gem Keepers) hidden within the magical worlds scattered throughout the castle. </div>  <div> Gameplay : The game is a 2D-plane platformer in a 3D setting, where Mickey either jumps on enemies' heads or throws various things (apples, gems, candles) at them to defeat them. During and between the levels the story is told by an unknown narrator.Castle of Illusion features a Castle, that works as a hub world, and 6 stages that are all based on the original game. Every stage consists of two levels and a boss battle (except the last stage, which is a pure boss battle).The levels are as follows:The Enchanted Forest (Boss: The Old Oak)Toyland (Boss: Jack in the Box)The Storm (Boss:The Merpeople)The Library (Boss: The Treat Dragon)The Castle (Boss:The Oaf)Mizrabel's Tower (Boss: Mizrabel)The game also features a bunch of collectibles in the form of of blue gems, magic cards, Mickey statues, and Chili Peppers hidden by Donald Duck. By collecting everything the player can unlock various paintings, statues of the bosses and new costumes for Mickey. </div> "
Last Action Hero,Bits Studios,Sony Imagesoft,1993,gg,Last Action Hero is a pinball machine based on the movie of the same name.,3030-34171,34171,0,,https://www.giantbomb.com/last-action-hero/3030-34171/,,
Legend of Illusion Starring Mickey MouseMickey Mouse: Densetsu no Oukoku JP,Aspect,Sega,January 1995,gg,,,,,,,,
Lemmings,Probe,Sega,1992,gg,Sony Computer Entertainment Europe and Team 17 are responsible for this PSP installment of Lemmings.,3030-20594,20594,0,2006-05-23,https://www.giantbomb.com/lemmings/3030-20594/,PEGI: 3+," <div> Overview : The most recent iteration of the Lemmings franchise, developed by Team 17 for the PSP. As with the other games, it tasks the player with guiding a horde of mindless lemmings though various treacherous levels by assigning them various abilities to help the reach the designated exit.In December 2012, a port of the game by d3t Ltd. was released as a freemium title on PlayStation Mobile. It adds touch controls, and provides the first 30 levels free, with the rest as paid DLC. </div> "
The Lion King,Syrox Developments,Sega,November 1994,gg,The Lion King is a platformer released in 1994 for a wide array of systems by Virgin Interactive.,3030-9186,9186,0,1994-06-24,https://www.giantbomb.com/the-lion-king/3030-9186/,BBFC: 18," <div> Overview : The Lion King is a action-adventure platformer based on the the famous Disney classic and it was released in 1994. Throughout the game, players follow the adventures of Simba, the main protagonist, and play through the same storyline as the film. The game consists of ten levels and two bonus levels, although some versions of the game were missing levels and various other features due to limitations of the hardware or software. The game received highly positive rankings and was considered ""one of the only good games based on a movie"". </div>  <div> Gameplay : The game is a linear platformer which has players going through level jumping, defeating enemies and solving an occasional light puzzle. On top of a classic style of jumping on enemies, Simba also has the ability to roar and cause different affects to foes. When Simba becomes an adult he gains the ability to slash and maul his foes. There is no save feature; losing all lives causes a restart of the game. </div>  <div> Story : Players control Simba, a young lion cub who faces much adversary after the death of his father (Mufasa) from the hands of his uncle, Scar. Simba gets tricked into believing that he his responsible for his father's death and is believed to be dead. He meets up with a meerkat and warthog and grows up in isolation outside of the Pride Lands. A wise monkey (Rafiki) gives him the ultimate power of speaking to the dead through drug-induced hallucination.This allows him to speak to his father who first he sees as his own reflection in a pond, he then looks to the sky as clouds form into his fathers image. Eventually he will return to Pride Rock to take his seat as king and avenge his father's death. </div>  <div> Simba's World (Levels) : The PridelandsCan't Wait to be KingThe Elephant GraveyardThe StampedeSimba's ExileHakuna MatataSimba's DestinyBe PreparedSimba's ReturnPride Rock </div> "
The Lost World: Jurassic Park,Aspect Co.,Sega,August 1997,gg,A light gun game developed by Sega.,3030-22397,22397,0,,https://www.giantbomb.com/the-lost-world-jurassic-park/3030-22397/,," <div> Overview : The Lost World: Jurassic Park is a light gun rail-shooter released for the arcade in 1997. It is the sequel to the light gun version of Jurassic Park. Two different cabinets were made, having cosmetic differences, but still being the same game. One was a standard upright cabinet, and the other was a sit down cabinet mimicking the feel of a jeep from the film, complete with a seat and the monitor acting as a windshield. The upright cabinet had the same housing and wiring as the original House of the Dead, and was swappable.  </div>  <div> Gameplay : Lost world was a standard first person on-rails shooter, dealing with shooting dinosaurs as they appear and reloading as necessary. Up to two players could play simultaneously across five different stages, each with separate paths depending on skill level. Each stage consisted of different dinosaurs, with the last stage having a T-Rex as a final boss. Endangered humans would have to be saved at certain points in the game, similar to House of the Dead, and saving them would grant life and weapon bonuses. </div> "
The Lucky Dime Caper starring Donald Duck,AM7,Sega,October 1991,gg,"Join Donald Duck in his quest to recover Uncle Scrooge's Number One Dime and save his three nephews Huey, Dewey, and Louie.",3030-2213,2213,0,,https://www.giantbomb.com/the-lucky-dime-caper-starring-donald-duck/3030-2213/,," <div> Overview : The Lucky Dime Caper starring Donald Duck (known in Japan as Donald Duck no Lucky Dime, translated to ""Donald Duck's Lucky Dime"") is a side-scrolling platformer developed and published by Sega for the Sega Game Gear in October 1991. It was also released for the Sega Master System in Europe on December 1991, which received a release in Brazil by Tec Toy on February 1992.Starring Disney mascot Donald Duck, The Lucky Dime Caper plays similarly to the ""8-bit"" version of Castle of Illusion starring Mickey Mouse and has the titular duck traversing through the world, armed with a large hammer, in order to rescue his nephews (Huey, Dewey, and Louie) and recover his uncle Scrooge McDuck's lucky dime from the evil witch Magica De Spell.The game later received a sequel in 1993, known as Deep Duck Trouble. </div> "
Madden NFL '95,Tiertex,Electronic Arts,1995,gg,A football game that has all the features of Madden NFL '94 and more.,3030-7715,7715,0,,https://www.giantbomb.com/madden-nfl-95/3030-7715/,," <div> Overview : Madden NFL '95 is a football game for the 94/95 season of American Football presented by John Madden's virtual doppelganger. It is the The game takes the advancements of the prior games in the series and continues to tweak the rules, animations and graphics. The game features the NFL license and contains all 28 teams in the NFL at the time. The Genesis version also has the NFLPA license, allowing the use of real names for the athletes as well.The game would be followed by Madden NFL '96. </div> "
Madden NFL 96,Tiertex,Black Pearl Software,1996,gg,The 1995 edition of the yearly EA football franchise. It was the first version to feature create-a-player.,3030-12957,12957,0,1995-11-10,https://www.giantbomb.com/madden-nfl-96/3030-12957/,ESRB: K-A," <div> Overview : Madden NFL 96 is an entry in the EA Sports NFL-licensed annual Madden NFL series endorsed by commentator John Madden and covers the 95/96 season of the NFL. It was released on various 16-bit platforms in late 1995 and was the last Madden game to be exclusive to that generation. A Sony PlayStation version of the game was in development but cancelled before completion. Madden NFL 97 would instead be the PlayStation's first Madden game (as well as the Sega Saturn's).Among its various additions to the Madden NFL template was the inclusion of a ""create-a-player"" mode, which allowed players to create their own in-game avatars and add them to the teams of their choice. Players also now had the option of ""classic teams"", which brought back various famous line-ups from different points in the NFL's history between 1960 and 1986 and could be unlocked by winning the Super Bowl as that particular team's 1995 incarnation.  </div> "
Magical Puzzle Popils,Tengen,Tengen,1992,gg,Puzzle game for the Game Gear. Rescue the Princess by destorying blocks and manipulating the stages in as few moves as possible.,3030-22656,22656,0,1991-01-01,https://www.giantbomb.com/magical-puzzle-popils/3030-22656/,,
The Majors: Pro Baseball,"ITL Co., Ltd.",Sega,December 1992,gg,Major League Baseball game for the Sega Game Gear.,3030-31008,31008,0,,https://www.giantbomb.com/the-majors-pro-baseball/3030-31008/,,
Marble Madness,Tengen,Tengen,1992,gg,Everything you know is wrong in this classic marble-rolling arcade game.,3030-9566,9566,0,,https://www.giantbomb.com/marble-madness/3030-9566/,," <div> Overview : Originally released as a trackball arcade game from Atari Games, Marble Madness was created, designed and programmed by developer Mark Cerny. The object is to guide a marble through a maze, avoiding obstacles along the way. Marble Madness' well-known soundtrack was featured in this first arcade cabinet to include stereo sound. It was the first game to be released on Atari's System 1 hardware, which allow arcade owners to convert a machine into another game with the changing of just a few different parts. The success of the game has led it to being ported to many systems such as the NES, Master System and the Commodore 64.Marble Madness, along with Archon and Deluxe Paint, were some of the first ""killer apps"" for the Amiga, and greatly contributed to the system's initial appeal and sales. </div>  <div> Gameplay : Marble Madness is played from an isometric third-person perspective. The object of the game is to maneuver a colored marble through several different courses in the constraints of a time limit. Each ends when the marble reaches an end goal (marked ""GOAL""). The player's marble carries momentum and a rudimentary physics model provides most of the challenge, as it is easy to fall off the side of the narrow courses.Finishing a course adds the remaining time to the limit placed on the next course. In the original arcade release, the player used a trackball to control the movement of the marble. Later home versions changed the controls to a directional pad or other control mechanism. The Amiga release is compatible with the Amiga Trackball.The marble is destroyed by falling off the course or by simply dropping too far onto another platform. In the event that the marble is shattered in a fall, a cartoon broom will appear and sweep the broken pieces away before respawning nearby. While there was no ""lives remaining"" counter, each fall or death wastes valuable time. Courses were designed in a manner that makes it extremely difficult to finish within the time limit if the player looses more than one or two marbles.As gameplay progresses, enemies and obstacles are introduced, raising difficulty. Challenges include moving platforms, catapults, a black ""enemy"" marble that would attempt to ram the player off the course, and even a course that must be run uphill instead of downhill. An option is also included which allows two players to race each other down any of the courses at the same time. </div> "
Mega Man,Freestyle,U.S. Gold,October 1995,gg,"The only Mega Man game to be released on the Game Gear, this game takes various aspects from previous Mega Man games and combines them in a single game.",3030-30303,30303,0,,https://www.giantbomb.com/mega-man/3030-30303/,ESRB: K-A," <div> Overview : Released in 1995, Mega Man for the Game Gear was published by U.S. Gold, Ltd. and developed by Capcom. The game is based largely on Mega Man 4 and Mega Man 5, although it borrows aspects from other games in the franchise such as Mega Man 2. A few notable differences from other Mega Man games include the fact that there is one Robot Master who does not have a weakness (Wave Man, whose weakness is Charge Man's Charge Kick, which does not appear in this game). Additionally, the small screen size of the Game Gear increases the game's difficulty and also causes an increase in vertical scrolling; an effect that was noted by some critics.The plot of Mega Man is borrowed from Mega Man 4, although the player never fights Dr. Cossack. Rather, the player goes through Wave Man and Toad Man's stages respectively, also fighting the two bosses. After going through those stages, the player goes through Dr. Wily's castle; a single stage which is identical to Quick Man's stage from Mega Man 2. </div>  <div> Robot Masters : Bright ManModel No.: DWN-025Weapon: Flash StopperWeakness: Star Crash </div> "
Mickey's Ultimate Challenge,Designer Software,Hi-Tech Expressions,1994,gg,A 1994 Disney mini-game collection for youngsters that drops Mickey (or Minnie) into the fantasy land of Beanwick.,3030-8555,8555,0,,https://www.giantbomb.com/mickeys-ultimate-challenge/3030-8555/,," <div> Overview : Mickey's Ultimate Challenge is a mini-game collection starring Mickey Mouse that was made for very young children. The story involves Mickey Mouse (or Minnie Mouse) arriving in a kingdom that's plagued by earthquakes due to the snoring of a giant, it is up to Mickey/Minnie to wake him up. To do this he must win items from the towns residents by playing various mini-games. The game is nonviolent and most of the mini-games are designed to help kids increase their mental abilities.Mickey's Ultimate Challenge was released on the Super Nintendo, Nintendo Game Boy, Sega Game Gear and Sega Genesis in 1994. </div> "
Micro Machines,Codemasters,Codemasters,1993,gg,The 2002 version published and developed by Atari.,3030-36264,36264,0,,https://www.giantbomb.com/micro-machines/3030-36264/,ESRB: E,
Mighty Morphin Power Rangers,SIMS,Sega,1994,gg,"The Sega CD/Mega CD version of the game takes footage straight out of the show and you play as the power rangers pressing buttons in time with their punches to attack, similar in effect to today's Quick Time Events. The game was developed and published by Sega.

",3030-27002,27002,0,1995-05-09,https://www.giantbomb.com/mighty-morphin-power-rangers/3030-27002/,ESRB: K-A," <div> The Game : The game is the first nine episodes of the TV show. Gameplay revolves around watching the action scenes and pushing the buttons whenever a Power Ranger kicks or punches, and also pressing directions to dodge of throw enemies. Since the footage has only one outcome you are given a life bar and whenever you miss the timing of your button presses it decreases until you have lost and it's game over. However during the morphing sequences, you regain a portion of your health. Correctly pressing the buttons also adds to your score; get a high score and see where you place on the in-game leaderboard.There are three difficulties with each subsequently harder one giving you an extra episode, so if you play on the easy setting you aren't getting to play along with two episodes. </div> "
Mighty Morphin Power Rangers: The Movie,SIMS,Sega,1995,gg,"A 1995 video game based on a movie license that was released on the SNES, Sega Genesis, Game Boy, and Sega Game Gear by Bandai and three different developers. The game follows the plot of the movie.",3030-21927,21927,0,1995-06-15,https://www.giantbomb.com/mighty-morphin-power-rangers-the-movie/3030-21927/,ESRB: K-A," <div> Overview : Mighty Morphin Power Rangers: The Movie is an action game for multiple systems. Each of the four versions of the game is slightly different: Natsume created the SNES game, as they did previously for the SNES Mighty Morphin Power Rangers from 1994; Sims created the Genesis and Game Gear versions; and Tom Create developed the Game Boy version. The SNES, Game Boy and Genesis games are all side-scrolling brawlers, while Game Gear version is a fighting game. The games follow the plot of the movie, which sees recurring villains Rita Repulsa and Lord Zedd resurrect Ivan Ooze, only to then be betrayed and trapped by the cunning shapeshifter. The six rangers - including the White Ranger, Tommy - must power-up and unite to fight him and his minions in order to save Angel Grove, their families and their mentor Zordan.  </div>  <div> Gameplay (SNES Version) : Upgraded from the original Mighty Morphin Power Rangers video game, there are now two planes that the player can fight on. With the simple press of a button, the character flips to the top or bottom of the stage.A special meter is now filled up by gathering lightning bolt pickups that a fallen enemy drops. When the meter is filled, the character can ""morph"" into their ranger suit, bringing their health bar back to 100% and being able to deal more damage than in their normal form. This is different from the original game in that there were set points in the level where the character would ""morph"". </div>  <div> Playable Characters : The White Ranger - Tommy OliverThe Red Ranger - Rocky DeSantosThe Pink Ranger - Kimberly HartThe Black Ranger - Adam ParkThe Blue Ranger - Billy CranstonThe Yellow Ranger - Aisha Campbell </div> "
