Title,Developer,Publisher,Release date NA,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Genghis Khan: Aoki Ōkami to Shiroki Mejika IV,Koei,Koei,December 1993,genesis,The fourth title in the Genghis Khan series.,3030-66342,66342,0,,https://www.giantbomb.com/genghis-khan-aoki-okami-to-shiroki-mejika-iv/3030-66342/,,
George Foreman's KO Boxing,Beam Software,Flying Edge,January 1993[17],genesis,In the 1990s George Foreman's comeback quest for the Heavyweight Championship Title made him a favorite among boxing fans. His popularity would result in a decent Mike Tyson's Punch Out type of game.,3030-13997,13997,0,1991-12-27,https://www.giantbomb.com/george-foremans-ko-boxing/3030-13997/,," <div> Overview : George Foreman's KO Boxing is a boxing game from Beam Software. It was released on the SNES and Genesis, and also saw downgraded versions for the NES, Master System and Game Gear. It features George Foreman, former heavyweight champion, and a bunch of other boxers in a game that uses the behind-the-back approach of Nintendo's Punch-Out!!. </div>  <div> Game Boy Version : The Game Boy version of George Foreman's KO Boxing was developed by Beam Software and published by Acclaim in September of 1992. The Game Boy version of the game supports a password save system for saving progress. This version of the game plays much like Punch Out, with there being the options of blocking, moving left or right, and throwing right or left punches. </div>  <div> Game Gear Version : The Game Gear version is actually a rebranded version of the Japanese game Heavyweight Champ, by Sims, Co. and published there by Sega. </div> "
Ghostbusters,Sega R&D2Compile,Sega,August 1990,genesis,Ghostbusters takes place after the events of the 2016 film with a different crew of busters.,3030-54178,54178,0,2016-07-12,https://www.giantbomb.com/ghostbusters/3030-54178/,ESRB: E10+,
Super Ghouls 'N Ghosts,Sega R&D2,Sega,October 1989,genesis,The third game in the classic Ghosts 'n Goblins series sees the valiant knight Arthur once again embarking on a brutally difficult quest to rescue his beloved from demonic forces.,3030-7450,7450,0,1991-10-04,https://www.giantbomb.com/super-ghouls-n-ghosts/3030-7450/,CERO: A," <div> Overview : Super Ghouls 'N Ghosts is the third entry in Capcom's long-running Ghosts 'N Goblins franchise. It is an action-platformer originally released in 1991 exclusively for the Super Nintendo Entertainment System. Like its predecessors, the game is famous for its high level of difficulty and features the heroic knight Sir Arthur on a brand-new quest to save his beloved Princess Guinevere from the clutches of the mighty demon-king Sardius (or Samael in the Japanese version). </div>  <div> Gameplay : The gameplay of Super Ghouls 'N Ghosts is similar to that of run-and-gun side-scrolling action titles such as Contra, albeit with a larger focus on platforming. Arthur begins wearing his standard Steel Armor, which shatters after a single hit, leaving Arthur only in his underwear; a second hit ends his current life. In contrast to the previous game, Ghouls 'N Ghosts, Arthur can no longer fire his equipped weapon vertically up or down.New to this entry in the Ghosts 'N Goblins series is the ability to double-jump. Although Arthur still jumps in a fixed arc, he can now execute a second jump that allows him to gain extra height or even change his trajectory in mid-air. This gameplay mechanic adds an extra level of challenge to basic platforming beyond that of the series' previous games. </div>  <div> Stages : Arthur wearing Golden Armor in Stage 1Arthur begins the game with the straightforward Lance projectile weapon; several other weapons can be equipped throughout the game, each with their own unique properties. Acquiring the new Bronze Armor upgrade increases a weapon's damage, while the Golden Armor upgrade also allows Arthur to charge up for a magic attack that affects a larger area of the screen.Lance - Fires a single lance straight ahead. Upgrades to the Flaming Lance for additional damage. Thunder Magic fires a vertical magic bolt from the top of the screen towards Arthur's position, which then splits horizontally to the left and right for additional damage.Dagger - Fires a single dagger straight ahead. Weaker than the Lance, but can also be fired more quickly. Upgrades to the Magic Dagger that deals increased damage and leaves a damaging trail behind. Fire Dragon Magic creates a flaming dragon that sweeps around the screen in a counter-clockwise pattern.Axe - Fires a single Axe that slowly moves straight ahead in a looping pattern. Upgrades to the Hefty Axe which fires slightly upward before moving forward in a wave pattern for greater damage. Lightning Magic fires energy beams outward in eight directions.Crossbow - Fires twin bolts in an up-diagonal trajectory. Upgrades to the Magic Crossbow that fires three homing projectiles. Seek Magic reveals any chests hidden nearby.Torch - Lobs a single torch in a short forward arc; upon impact with the ground, a line of damaging flames extends across the surface. Upgrades to the Magic Torch that increases the residual flames' size and damage. Fireball Magic creates three magic spheres that orbit around Arthur, causing damage on contact.Scythe - Fires a scythe straight ahead which can optionally be fired down-diagonally. Upgrades to the Magic Scythe for increased damage. Tornado Magic creates twin tornadoes that swirl around to Arthur's right and left sides.Tri-Blade - Fires a blade that travels in an ""L""-shaped pattern before returning to Arthur's position. Upgrades to the Shuriken for additional damage. Nuclear Magic creates an energy sphere that raises up from Arthur's position before splitting into two horizontal bolts travelling left and right.Goddess' Bracelet - Only available on the second playthrough, this special weapon can be obtained by opening certain chests while wearing the Golden Armor. It fires a large blast of energy straight ahead for a short distance, and its range increases with the Golden Armor equipped. However, the Bracelet cannot be charged for a magic attack.Arthur's Golden Armor comes equipped with the Moon Shield, which can deflect a single enemy projectile before shattering. While he has the Moon Shield equipped, Arthur may also discover the upgraded Sun Shield capable of deflecting up to three projectiles. Additionally, these two shields decrease the time required to execute a special charge attack, with the Sun Shield providing the fastest charge. </div> "
Global Gladiators,Virgin Games,Virgin Games,November 1992[22],genesis,"A side-scrolling platformer with an environmentally-friendly theme, in which players fight pollution monsters through four different worlds, guided by Ronald McDonald.",3030-3421,3421,0,,https://www.giantbomb.com/global-gladiators/3030-3421/,," <div> Overview : Mick & Mack as the Global Gladiators is a sequel to the NES game M.C. Kids. Global Gladiators is a side-scrolling platformer/shooter where players guide two characters through four different worlds. These worlds include Slime World, Mystical Forest, Toxi-Town and Arctic World. During each world, the player has to blast enemies with guns called GooShooters, that look similar to Super Soakers, except they shoot slimy projectiles. Each of these worlds consist of several sub-stages.The aim of each level is to collect a certain number of McDonald's Global Arches to advance to the next sub-stage. Also, during the game, the characters are guided by McDonalds mascot ""Ronald McDonald""s to recycle correctly. </div>  <div> Story : Players control either Mick or Mack over 12 levels in four worlds (Slime World, Mystical Forest, Toxi-Town, and Arctic World). The mission is to clean up these levels of their enemies to hopefully progress to the single boss fight in the game. </div>  <div> Development : The game was originally developed for the Sega Genesis/Mega Drive, but was later ported to the Sega Master System, Sega Game Gear (only in Europe), and Commodore Amiga. The game was programmed by legendary developer David Perry, who would later go on to develop such games as Aladdin, Earthworm Jim, and Cool Spot, all of which would use the same engine as Global Gladiators. After the release of these games, David Perry's programming team would then go on to become Shiny Entertainment. </div>  <div> Advertisements and Messages : McDonald's famous ""Golden Arch"" logo.The game features abundant references to McDonald's brand restaurants, as well as a thorough environmentalist theme, given that players are fighting monsters made of pollution, going so far as to have a bonus stage in which players must collect falling garbage and throw it into the appropriate recycling bin (paper, plastic, or glass) whilst dodging falling anvils. </div>  <div> Critical Reception : When the Genesis version was released Electronic Gaming Monthly issued the following scores, 6,8,8,8 adding, ""...An excellent action game with great graphics, excellent sounds, and solid game play. The animation is liquid smooth and the game play is as fast as Sonic in some areas. The graphics are highly detailed and the sounds feature voice and other digitized effects. Plenty of levels and hidden surprises!"".In the same issue Mike Weigand gave the Game Gear edition the score of 7, writing ""...huge levels and good control. Fans of the Genesis version should take a look"". </div> "
Gods,Graftgold,MindscapeNAAccoladePALPCM CompleteJP,November 1992,genesis,A Bitmap Brothers action game set in Ancient Greece. Features an innovative adaptive difficulty level that molds itself to suit the player's skill level.,3030-12796,12796,0,,https://www.giantbomb.com/gods/3030-12796/,," <div> Overview : The seventh game from prolific Amiga/Atari ST developers The Bitmap Brothers, Gods is an action-platformer game in which the hero Hercules must defeat four evil guardians in order to be granted his immortality by the Greek Gods.The game employs a variable AI that increases or decreases in severity dependent on how well the player is performing. Playing badly will cause less enemies to appear and more bonuses to be awarded, while surviving for a long time might increase enemy aggression to compensate. Hercules can collect treasure and use it to buy useful power-up items from vendors accessible at the end of every area. Many enemies constantly respawn, so the player is recommended to move quickly through the maze-like stages, though some strategy is required due to the number of key puzzles to solve.Gods is scored by synth musician John Foxx, and the striking box art illustration (as seen on European versions of the game) was created by English comic book artist Simon Bisley. </div>  <div> Critical Reception : When the SNES version was released Electronic Gaming Monthly gave the scores of 7,7,5,6 saying, ""...faithful to the original and even better as a SNES cart. The strategy aspect is a definite plus especially with the hidden rooms and intricate puzzles. The pseudo artificial intelligence for the skill level is cool and works quite well"". </div> "
Golden Axe,Sega R&D2,Sega,"December 22, 1989",genesis,"A classic, side-scrolling hack and slash game, Golden Axe was ported to many platforms, including the Sega Genesis/Mega Drive.",3030-14351,14351,0,1989-12-22,https://www.giantbomb.com/golden-axe/3030-14351/,ESRB: T," <div> Overview : Golden Axe is side-scrolling beat-em-up/hack and slash game developed by Sega and released in 1989 as an arcade game. It was later ported to the Sega Genesis/Mega Drive, as well as a few other platforms including Xbox Live Arcade on July 11, 2007. </div>  <div> Plot : An evil being known as Death Adder has taken over the once peaceful land called Yuria. Having murdered many innocent people, he also captured the king and his daughter. Death Adder's coup de grâce was finding the magical emblem of the land, the Golden Axe. And unless the people of Yuria accept him as the land's new king, he promises to destroy it.Starting the game requires players to select one of three characters, each of which is filled with revenge. While all three share the same goal of saving the king and his daughter, and stopping Death Adder from destroying the Golden Axe, each one has individual ambitions as well.Gilius Thunderhead - a battleaxe-wielding dwarf whose twin brother was killed by Death Adder's henchmen. His heart is filled with hate for the evil being.Ax Battler - a barbarian who wields a two-handed broadsword, his desire to stop Death Adder fueled by the hatred he feels for him, because the evil being killed his mother.Tyris Flare - a longsword-wielding amazon, that wants revenge on Death Adder for the murder of both of her parents. </div>  <div> Gameplay : To advance through the game, players must fight through swarms of Death Adder's henchmen, including mace-wielders, giants, and barbarians riding dragons and other mythical creatures. Killing a henchman mounted on one of these creatures affords players the opportunity to ride it as well.Players possess the ability to cast magic spells, which require magic potions obtained by kicking small, strange-looking thieves. More magic potions equal more devastating magical attacks. Picking up meat by kicking thieves helps recover lost health on the health bar.It is also possible to play through the game cooperatively with a second player. </div>  <div> Port Differences : Duel mode was implemented in many of the ports, but it was never included in the original arcade version. In Duel mode, players must fight through a number of small stages. Each stage has a handful of enemies to defeat. Defeat all the enemies to advance to the next stage.Duel mode can be played with two players, but it changes the goal entirely. The two players will have to fight each other to see who is crowned best warrior. </div> "
Golden Axe II,Sega CS,Sega,January 1992,genesis,Three heroes must once again band together to defeat an evil force in this hack-n-slashin' sequel to the arcade classic.,3030-5402,5402,0,1991-12-26,https://www.giantbomb.com/golden-axe-ii/3030-5402/,ESRB: E10+," <div> Overview : Golden Axe II is a side-scrolling 2D Brawler developed by  Sega released for the  Sega Genesis in 1991. Unlike  Golden Axe, which was ported to a large amount of consoles, Golden Axe II was exclusively a Genesis release at the time.It did eventually find a release on other consoles a decade and a half later in 2006, appearing in the  Sega Genesis Collection for the  PlayStation 2. And in  Sonic's Ultimate Genesis Collection in 2009 for the  Xbox 360 and  PlayStation 3. It is also available as a stand-alone digital download on the  PC. </div>  <div> Gameplay : Like the previous game in the series, Golden Axe II is a 2D brawler, in vein of  Final Fight, but with 'hack-n-slash' elements similar to  Knights of the Round.The game features a singleplayer or two-player co-operative mode. Players can choose between 3 characters:  Ax Battler: The Barbarian Gilius Thunderhead: The Dwarf Tyris Flare: The AmazonThe player can choose between three difficulty settings: Easy, Normal and Hard. However, when playing on Easy the game can only be played up to the end of Level 5.Golden Axe II plays mostly the same as its predecessor and thus reuses some mechanics. The player can restore their life meter by eating foods scattered throughout the level and dropped by various enemies. Magic can be used once the player has collected a Magic Book, found throughout the level and by defeating Wizards. At the end of each level, Wizards will attempt to steal from the player. The player can also attack the wizards to regain their items and obtain additional ones as well. Green Wizards will drop magic books, while Red Wizards will drop food. The player can hold up to 8 Magic Books. The more Magic Books the player has, the more powerful the spell they cast can be. By holding down the magic button, it will charge until the player lets go. The first spell only requires one, with the next powerful spell requiring four, then subsequent spells requiring an additional book. </div>  <div> Levels : Gameplay in The Duel A gamemode returning from the Genesis version of the previous game, the player fights through 15 increasingly challenging duels against a group of enemies. The player's life carries through subsequent stages, so risk increases the worse the player performs. After completion, or death, the player receives a rank depending on how well they performed. In two player mode, players fight alone to the death.Battle 1: LongmoanBattle 2: Longmoan, Chicken BizarrianBattle 3: LizardmanBattle 4: 2x Longmoan (Green)Battle 5: 2x Longmoan (Red Armor), Chicken BizarrianBattle 6: 2x Skeleton Battle 7: 2x Longman (Gray Armor), Chicken Bizarrian, Dragon BizarrianBattle 8: 2x Lizardman (Red) Battle 9: 2x MinotaurBattle 10: Headless KnightBattle 11: 3x Longmoan (Gold Armor) Battle 12: 2x Lizard (Purple) Battle 13: 2x Minotaur (Purple) Battle 14: 3x Neo SkeletonBattle 15: 2x Headless Knight (Red)  </div>  <div> Enemies : Levels </div>  <div> Soundtrack :   Boss: Minotaur  </div> "
Golden Axe III,Sega CS,Sega,"May 1, 1996",genesis,Golden Axe III is the third game in the Golden Axe line of fantasy beat 'em ups.,3030-16414,16414,0,1993-06-25,https://www.giantbomb.com/golden-axe-iii/3030-16414/,ESRB: E10+,
Goofy's Hysterical History Tour,Absolute Entertainment,Absolute Entertainment,"September 28, 1993",genesis,Disney's Goofy must protect the museum and his new job from the nefarious Pete in this sidescrolling platformer.,3030-30917,30917,0,1993-09-28,https://www.giantbomb.com/goofys-hysterical-history-tour/3030-30917/,," <div> Overview : Goofy's Hysterical History Tour is a platformer developed by Imagineering and published by Absolute Entertainment for the Genesis. </div>  <div> Story : Goofy takes up a job as the janitor of the Ludwig von Drake History Museum. Pete gets angry about this and tries to get Goofy fired. Pete goes on to take pieces of the museum exhibits and scatters them throughout different time periods. Goofy then sets out to recover and rebuild these exhibits before the museum opens the next morning. </div>  <div> Gameplay : Players take control of Goofy as he sets out to recover the museum pieces. The game is a 2D sidescrolling platforming game which has players jumping, attacking enemies, and collecting items. Each level represents a different period in time such as the wild west or medieval times. Each level has a piece of a museum exhibit. Once all the pieces are collected Goofy will have to face Pete. </div> "
Granada,Wolf TeamCube,Telenet JapanJPRenovation ProductsNA,December 1990,genesis,A top-down shooter in which the ultimate weapon Granada attempts to quell a massive civil war in Africa.,3030-26352,26352,0,1990-11-16,https://www.giantbomb.com/granada/3030-26352/,," <div> Overview : Granada is a top-down shooter originally released on the X68000 home computer in 1990 and ported to the Sega Genesis later the same year. As with their previous Genesis release, Final Zone, Wolf Team developed and published the game in Japan and Renovation published it overseas.The player occupies a powerful tank (or ""maneuver cepter"") named Granada and must eliminate targets by traversing a large open area in multiple directions and seeking them out. Destroying all critical enemies, which appear on a radar at the bottom right of the screen, summons the stage's boss which then needs to be defeated before the level is complete.The game's controls work similarly as a twin-stick shooter, though with some caveats due to the limitations of the gamepad. Players can hold the A button to shoot and the D-pad to move, while using the B button to lock the tank's firing direction in place to keep pressure on a target. The C button fires a powerful but slow blaster shot with a recoil that knocks the Granada back a small distance. </div> "
The Great Circus Mystery Starring Mickey and Minnie,Capcom,Capcom,February 1995,genesis,"When their fun-filled day at the circus turns into chaos, Mickey and Minnie Mouse must find out who is causing it in the second game of Disney's ""Magical Quest"" series.",3030-5735,5735,0,1994-06-02,https://www.giantbomb.com/the-great-circus-mystery-starring-mickey-and-minni/3030-5735/,," <div> Overview : The Great Circus Mystery Starring Mickey & Minnie (released in Japan as Mickey to Minnie: Magical Adventure 2 - The Great Circus Mystery, the former sub-title translating to ""Mickey and Minnie"") is a side-scrolling platformer developed and published by Capcom for the Super Nintendo Entertainment System and Sega Genesis in late 1994.The sequel to Magical Quest Starring Mickey Mouse, Great Circus Mystery follows Disney mascots Mickey Mouse and Minnie Mouse as their fun-filled day at the circus is ruined. While looking for their friend Donald Duck and dog Pluto, they learn from the Lonesome Ghosts that the Evil Baron Pete and his weasel henchmen are causing chaos throughout the land, and must set out to stop them. </div>  <div> Gameplay : As with the previous game, players in The Great Circus Mystery can utilize special magical costumes that grant them special abilities. It is the first game in the series to feature two-player co-operative gameplay (with one player as Mickey and the other as Minnie).Standard controls are simple with the D-pad used to move Mickey and Minnie, the Y button is used to pick up and throw items and the B button is used to jump. However, Mickey and Minnie are not able to pick up items when they are wearing costumes. Instead, they will use their costume's special powers.The game was later ported to the Game Boy Advance in 2003 as Disney's Magical Quest 2 Starring Mickey and Minnie (which was released in Japan as Disney's Mickey to Minnie no Magical Quest 2, loosely translated to ""Disney's Magical Quest 2 of Mickey and Minnie""). Multiplayer connectivity is supported with the system's link cable. </div>  <div> Costumes : Cleaner: A vacuum cleaner and janitor's uniform are equipped, allowing Mickey and Minnie to such up objects and small enemies, and turn them into coins.Safari: Mickey and Minnie don safari khakis and pith helmets for this costume. They are also granted climbing hooks, which allow them to scale sheer surfaces and slide along ziplines.Cowboy: A ten-gallon hat, popgun and a wooden horse are used to make this costume. With this worn, Mickey and Minnie are able to jump higher than normal and shoot corks from their popguns. </div>  <div> Items : Gold Blocks: The standard blocks with Mickey's silhouette on them. He and Minnie are able to grab and throw these at enemies.Red Blocks: When these blocks are grabbed, a new one is magically replenished.Grey Blocks: Unmovable blocks that are used mainly as platforms.Arrow Blocks: Blocks that move in the direction that their arrows point when jumped on.Round Blocks: Unmovable blocks that are used to swing from when the safari costume is wornGolden Balls: Round balls with stars on them, which bounce when thrown.Silver Coins: Used as currency in the general shops.Gold Coins: Used as currency in the general shops. Worth five silver coins.Giant Gold Blocks: Large golden blocks that have either Mickey or Minnie's faces engraved on them. They are opened by pulling their chains, by hitting them with other blocks, or by using the cowboy costume's popgun. They often hold large quantities of treasure.Small Heart: A red heart that will restore one life point to the player.Big Heart: A deep red heart that will restore Mickey and Minnie to full health and grant them an extra heart container.Mickey/Minnie Doll: Grants an extra life.Battery Pack: A large battery that is used to fuel the cleaner costume's vacuum cleaner.Popguns: A simple toy gun that is used as ammo for the cowboy costume's popgun.Apples: Collectible fruit worth 200 pointsGreen Grapes: Collectible fruit worth 500 points </div>  <div> Stages : Stage 1 - The Haunted Circus: Mickey and Minnie's day at the circus is ruined by the arrival of Pete's minions. After fighting through the midway, and finding Donald, he grants the mice the cleaner outfit to do battle with the many enemies. The level then goes to the big top, and then to the backstage area.Stage 2 - The Jungle: After escaping the circus, Mickey and Minnie meet with the Lonesome Ghosts, who inform them that Pluto has run to their house at the other end of the jungle. Eager to collect Pluto, the ghosts offer Mickey and Minnie safari outfits to help them get through the jungle more easily.Stage 3 - The Haunted House: Upon arriving at the Lonesome Ghosts' house, Pluto greets Mickey and Minnie at the door. They are then informed that Pete's henchmen have moved in and are destroying their home. Unable to wear the cowboy costumes themselves, the ghosts offer them to the mice, who fight their way through the mansions halls, stairways, library and finally to the top of the tower.Stage 4 -  The Caves: Deep underground, a new battle awaits Mickey and Minnie as they fight their way out of the caverns. Racing against rising water levels and falling crystals, the caves prove to be a treacherous obstacle in the quest to reach Pete's castle.Stage 5 - The Frozen Plains: This icy area boasts many hazards, including a fluctuating water level, spike traps and bottomless pits. They must reach the frozen temple at the end to reach the next step to get to Pete's castle.Stage 6 - The Baron's Castle: The final level. Here, almost every one of Pete's minions lies in wait. The way through the castle is made even more tricky by the presence of innumerable traps, which have been laid for the intruding mice. Will Mickey and Minnie be able to reach Baron Pete, defeat him and end their magical quest? </div>  <div> Bosses : Juggler Weasel: The first boss who is fought. He is a weasel dressed as a clown who fights by throwing lit torches at Mickey and Minnie, then charges forth. He is only vulnerable to attack when he throws his torches.Ringmaster Lion: The ringmaster of the circus level. he attacks by jumping high and crashing down, as well as throwing his mane at Mickey and Minnie. When he is standing still, Mickey and Minnie can use the cleaner costume to vacuum off his mane and prevent him from attacking that way. Occasionally, he will sneeze and blow his mane in all directions.The Turtle: A hunchbacked, blue-shelled turtle who fights Mickey and Minnie in the jungle. His main method of attack is to splash the mice with water, and jump at them. He is only vulnerable when he leaves his shell.The Gorilla: King of the apes, who attacks mainly from the treetops. Drops down to crush the mice, rolls at high speeds across the screens and shakes the trees to drop coconuts. His attacks are easiest to dodge when the safari costume is worn.Pete's Portrait: As mean as the real thing. This haunted painting attacks by bringing books to life and leaning out of his own frame to blow fire at Mickey and Minnie. He is only vulnerable when he is out of his frame.The Boss Ghost: Boss of the other ghosts in the haunted house. Attacks by teleporting around the room and hurling smaller ghosts at Mickey and Minnie. There are no other items that can be used to attack it, so it can be easily defeated with a few shots of the cowboy costume's popgun.Jackhammer Weasel: A weasel with a jackhammer and a hardhat, who is fought in the caves. He jumps rapidly across the screen, destroying the ground that he and the mice fight on. Occasionally, he will hammer the wall and drop rocks from the ceiling, which will restore the broken ground. His hardhat prevents him from being jumped on, so he must be shot with the cowboy costume's popgun.The Dinosaur: If extinction couldn't beat this thing, surely two little mice can't. The dinosaur is awoken by Mickey and Minnie walking across its back, and it is not happy. It attacks by swinging its spiked tail, snorting its noxious breath and bringing its own spines to life. It is vulnerable to any attack, but only when it cranes its head into view.Arctic Weasel: This weasel takes cover in a mobile ice floe, which is outfitted with spikes on the exterior. On occasion, the water level in his arena will rise and fall, making him more difficult to hit. He is only vulnerable when he climbs out of the top of his floe and throws two icicles at Mickey and Minnie.Snowstorm: A living storm cloud that shoots out bouncing bolts of lightning and snowflakes that will freeze the mice. It is completely intangible and invulnerable to almost any attack. The only way that Mickey and Minnie are able to defeat it is by using their cleaner costumes to suck up the cloud. The more it is hit the smaller it becomes. However, if left alone long enough it will start to regrow.Baron Pete: The final boss. Fought in his lab, Pete attacks with evil magic spells that can shoot fire, electricity and summon minions. At first, he is invulnerable, until his helmet is broken by several shots from the cowboy costume's popgun. After taking enough damage, it seems that he has been defeated. Until it is revealed that he was simply casting another spell to begin the second phase of the fight. Can he be defeated in his monstrous form? </div> "
The Great Waldo Search,Radiance Software,THQ,December 1992[27],genesis,"Sega Genesis, Super Nintendo, and NES Waldo game based off the third book of the same name.",3030-32185,32185,0,1992-06-01,https://www.giantbomb.com/the-great-waldo-search/3030-32185/,," <div> Overview : The Great Waldo Search is a hidden object game developed and published by THQ for the NES, SNES, and Genesis platforms. It is based on the third Waldo book by Martin Handford, which was released in the US with the same name as this game. The Great Waldo Search would later be adapted to iOS and PC as well.   </div>  <div> Gameplay : The player must not only find Waldo/Wally before the time limit expires, but also one of Wizard Whitebeard's scrolls. If the player locates Woof, Waldo's dog, then they are taken to a simple mini-game which can add to the player's score if they do well enough. Similarly finding banners in any scene increases the score, while clocks increase the timer (or freeze it briefly, on Expert mode). The main game consists of five levels, each with a different visual theme.  </div> "
Greatest Heavyweights,Acme Interactive,Sega,December 1993,genesis,Sequel to the successful Evander Holyfield's Real Deal Boxing for the Sega Genesis. ,3030-7349,7349,0,,https://www.giantbomb.com/greatest-heavyweights/3030-7349/,," <div> Overview : The sequel to Evander Holyfield's ""Real Deal"" Boxing. Unlike the first game, you now could choose among all of the legendary heavyweight boxers, including Holyfield in the game. The core game is the same. The game still had big 2D sprites in a 3D rotational ring concept. Only the game has more modes. Instead of just a career mode, the game also had a tournament mode where you could pick a legendary boxer, and see if you could defeat the other legendary boxers in the game. Fighters included in the game are, Muhammad Ali, Evander Holyfield, Floyd Patterson, Rocky Marciano, Larry Holmes, and many others. </div> "
Greendog: The Beached Surfer Dude!,Interactive Designs,Sega,September 1992[32],genesis,One dude's quest to rid himself of an ill-begotten cursed pendant using the power of a lost Aztec treasure.,3030-11123,11123,0,,https://www.giantbomb.com/greendog-the-beached-surfer-dude/3030-11123/,," <div> Overview : Greendog the Beached Surfer Dude! was released in the U.S. for the Sega Genesis on December 7, 1992. It was developed by Interactive Designs and published by Sega. A Game Gear version of the title was released subsequently. </div>  <div> Story : Greendog, a surfer dude, was surfing in the Caribbean islands when an unusually large wave wipes him out. He emerges from the water with a mysterious golden pendant wrapped around his neck, one that cannot be removed. Greendog's bikini clad surfer girlfriend Bambi observes the scene from nearby, and explains to our hero that he must now traverse six different islands in order to obtain six lost pieces of an Aztec treasure if he intends on lifting the curse. Unfortunately, the curse turns everyone he comes in contact with against him in his quest. Greendog is also unable to surf until he removes the necklace.After his grueling journey across the islands comes to a close, Greendog lifts his curse using the surfboard of the Ancients. He then surfs the night sky, while Bambi watches from ashore. She is happy yet aware that the treasure's true power has yet to be unleashed, and Greendog's story has only just begun. No follow-up to Greendog was ever produced. </div>  <div> Gameplay : A surfer dude that has seen better daysThe game plays much like other 16-bit side scrolling platformers and is remembered more fondly for its setting and character than its control. His main weapon is a Frisbee, which is used for both long and short range attacks. Levels contain an area of location based side scrolling, followed by Aztec temples that hold dangerous terrain and puzzles. Greendog will then ride his cart copter in order to travel between islands. On some levels, such as Grenada or Jamaica, Greendog gets to travel by either skateboarding or rollerblading.Health items drop frequently in the form of fast food items and desserts. Special items such as the ability to temporarily stop time or equip Greendog with an umbrella hat are often found as well. Collecting both increases the overall score for the player, which is constantly displayed in the game's HUD along with damage, lives remaining, and up to four queued special items.Greendog's soundtrack features a dynamic mix of Calypso and Caribbean themes.The six islands in the game include:Grenada (Jungle)Mustique (Beach)Curacao (Underwater)Jamaica (City)Saba (Native Village)St. Vincent (Cave) </div> "
Grind Stormer,Tengen,Tengen,April 1994,genesis,"A rather obscure vertical scrolling shooter, guide your ship in a battle against aliens using three different weapons. This game is known in Japan as V-Five and is also the first game from Tsuneki Ikeda.",3030-5304,5304,0,,https://www.giantbomb.com/grind-stormer/3030-5304/,,
Growl,I.T.L,Taito,November 1991,genesis,"An arcade beat-'em-up by Taito highly influenced by the Indiana Jones franchise. As one of four forest rangers, players bash, slash, and shoot their way through an army of evil poachers to rescue wildlife.",3030-2429,2429,0,,https://www.giantbomb.com/growl/3030-2429/,," <div> Overview : Growl (known in Japan as Runark) is a 2D belt-scrolling brawler developed and released by Taito for arcades (running Taito F2 System hardware) in 1990.Players take control of one of four forest rangers (each with their own unique stats) as they use their fists and other weaponry to subdue evil poachers and rescue captured animals (some of whom help the rangers).Like Taito's previous beat-'em-up, The Ninja Kids, the game can be set up (through dipswitches) in two variants: Two Player (where each player picks their character) and Four Player (where the character chosen is based on the player position).The game received a port to the Sega Genesis in 1991, limiting the game to one-player play. The original version was later included in two Taito compilations: the 2005 Japan-exclusive Taito Memories Joukan and the 2006 Western-exclusive Taito Legends 2. </div> "
