Title,Developer,Publisher,Regions released North America,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Circuit Breakers,Supersonic,Mindscape,"July 31, 1998",ps,Circuit Breakers is a micro car racing game that allows you to compete against up to four players.,3030-21415,21415,0,,https://www.giantbomb.com/circuit-breakers/3030-21415/,ESRB: E,
The City of Lost Children,Psygnosis,Psygnosis,"May 31, 1997",ps,,3030-2595,2595,0,,https://www.giantbomb.com/the-city-of-lost-children/3030-2595/,,
Civilization II,Alpha Unit,"Human EntertainmentJP, ActivisionPAL,NA","December 31, 1998",ps,The second game in the famous turn based strategy series by Sid Meier.,3030-217,217,0,1996-02-29,https://www.giantbomb.com/sid-meiers-civilization-ii/3030-217/,ESRB: K-A," <div> Overview : Sid Meier's Civilization II is a PC turn based strategy game released in 1996. The game was met with critical and commercial success and is considered by many publications (such as IGN) to be one of the greatest games of all time. The object of the game is to create a civilization that can stand the test of time. Expand, conquer, trade and spread your culture around the world with the ultimate goal of either conquering all other nations or being the first nation to colonize another world.Although the title bears his name, Sid Meier actually had little to do with creating Civilization II. The game was designed by Brian Reynolds, Jeff Briggs and Douglas Caspian-Kaufman. </div>  <div> Gameplay : Civilization II is a turn based strategy game. Each game starts off on a randomly generated map in the year 4,000 B.C. The player is given one settler unit which can be used to build cities. Cities in turn can be used to bolster scientific development, generate tax income, and produce units such as more settlers, military units, and trade units. The game puts over 50 military units at a players disposal. Once a player has moved all of his / her units, the players turn ends, time progresses and other nations take their turns.Making a civilization.As a game of Civilization II progresses, the player will discover more and more technologies, build more and more cities as well as explore more of the map. As a player explores more of the map, he or she will encounterbarbarians as well as other Civilizations vying for dominance in the world. An interesting aspect about the Civilization series is that a player can choose to play the game peacefully, one does not need to be a warmonger in order to be successful. Players can sign cease fires, peace treaties, alliances and share technology / military units with other nations. If a player is being particularly aggressive, his reputation will take a hit and other nations will react accordingly. </div>  <div> Community : There are seven government types a player can choose from, with each government offering numerous advantages / disadvantages. Much of the following is taken from the ingame Civiliopedia:Despotism: A despotism is a government in which the ruler has absolute power, usually enforced by the military. In Civilization II, Despotism is the default government, it is usually best to change government types to Monarchy as soon as possible.Overview of the city.Each unit above the city size costs one Shield per turn.Settlers eat one Food per turn.Up to three military units in each city institute ""martial law"". Each of these units makes one unhappy citizen content.Despotism has a high rate of corruption and waste. The farther a city is from your capital, the higher its level of corruption.Under a Despotism, Tax/Luxury/Science rates cannot be set higher than 60%.Any terrain square that ordinarily produces three or more of any resource (Food, Shields, or Trade) produces one less.Because of Despotism's high rate of corruption, it is almost always an inferior form of government. Try to switch to a Monarchy as soon as possible.Monarchy: A Monarchy is a government ruled by a King or Queen. In Civilization II, a Monarchy is a good government to have for a small, new civilization.Each unit beyond the third unit costs one Shield per turn.Settlers eat one Food per turn.Up to three military units in each city institute ""martial law"". Each of these units makes one unhappy citizen content.Monarchy has a moderate rate of corruption and waste. The farther a city is from your capital, the higher its level of corruption.Under a Monarchy, Tax/Luxury/Science rates cannot be set higher than 70%.Monarchy is an excellent form of government for a young civilization.Fundamentalism: Fundamentalism is a form of government centered around a certain set of beliefs, usually religious. In real life, this would be akin to a theocracy. In Civilization II, Fundamentalism is a good government to have if one goes on the war path.Each unit beyond the tenth unit costs one Shield per turn (except Fanatics, which never require maintenance).Settlers eat two Food per turn.Under Fundamentalism, no citizen is ever unhappy.Fundamentalism has a very low rate of corruption.Under Fundamentalism, Tax/Luxury/Science rates cannot be set higher than 80%.Under Fundamentalism, all Science production is HALVED.Improvements that normally convert unhappy citizens to content citizens produce ""tithes"" (money) equivalent to the number of people they would normally convert, and require no maintenance.The diplomatic penalties for terrorist acts committed by Diplomats and Spies is reduced.Fundamentalism eliminates all happiness problems and provides excellent revenue, although research tends to languish.Republic: A Republic is an assembly of autonomous city-states under the control of a central government. Although the central government has the ultimate say in matters that affect the society as a whole, the city-states are given a certain amount of latitude in the governing of local affairs. In Civilization II, a Republic is a good government for scientific advancement and is usually a good fit for a medium sized empire to have.Each unit costs one shield per turn.Settlers eat two Food per turn.Each unit beyond the first unit that is not in a friendly city (or in a Fortress within three squares of a friendly city) causes one citizen in its home city to become unhappy.Republics experience a low rate of corruption and waste. The farther a city is from your capital, the higher its level of corruption.Under a Republic, Tax/Luxury/Science rates cannot be set higher than 80%.Your senate may force a peaceful solution in a conflict.Switching to a Republic can give an astounding boost to your Science and Luxury revenues, although you will probably be forced to shift some Trade to Luxuries in order to prevent unhappiness.Republics make it difficult and expensive to keep a sizable army in the field, but building certain Improvements and Wonders can help to alleviate this problem.Communism: In a true Communist system, all property is owned collectively by the people, and labor is organized to be equally advantageous to all people. In Civilization II, Communism is a good government to have a nation on the warpath.Each unit beyond the third unit costs one Shield per turn.Settlers eat one Food per turn.Up to three military units in each city institute ""martial law"". Each of these units makes two unhappy citizens content.Under Communism, state control of the economy eliminates organized crime. Your cities, therefore, experience no corruption.All Spy units produced under Communist governments are Veterans.Under Communism, Tax/Luxury/Science rates cannot be set higher than 80%.Communism is best for large, far-flung empires that need to maintain a large military.Use your powerful Spies to steal technology from the capitalist pigs!Democracy: A Democracy is ruled by a president elected by the people. In Civilization II, Democracies are great for peaceful empires who wish to pursue research and generate money.Each unit costs one shield per turn.Settlers eat two Food per turn.Each unit that is not in a friendly city (or in a Fortress within three squares of a friendly city) causes two citizens in its home city to become unhappy.Democracies experience no corruption or waste.Tax/Luxury/Science rates can be set to any level desired.Under a Democracy, each square that ordinarily produces at least one unit of Trade produces an extra unit of Trade.The units and cities of a Democracy are immune to bribery in any form.Your senate may force a peaceful solution in a conflict.Democracies can produce spectacular amounts of revenue and scientific research. However, because of the severe happiness restrictions on military units, this form of government tends to be viable only for large, advanced civilizations.Increasing your Luxury rate and building Improvements and Wonders can help alleviate unhappiness.Anarchy: Anarchy is a lack of government, and occurs in Civilization II when a nation is switching from one government type to another. Under Anarchy, many cities become unhappy and no money or scientific research is generated.Civilization II also features live action actors that serve as a council of advisers. The council will comment on how you're doing and fight with one another on what matters are more important for your empire. </div>  <div> Expansion Packs and special editions : There are 21 playable Civilizations in Civ 2. The following is a list of playable Civilizations and their ingame colorWhite: Romans, Russian, Celts.Green: Babylonians, Zulus, Japanese.Blue: Germans, French, Vikings.Yellow: Egyptians, Aztecs, Spanish.Teal: Americans, Chinese, Persians.Orange: Greeks, English, Carthaginians.Purple: Indians, Mongols, Sioux.Red: Barbarians.Civilizations who are the same color cannot appear together in the same game. For example, the Romans and Russians cannot appear together because both are the color white. A little known fact is that the color of your civilization determines in what order your starting location is picked as well as how much you are handicapped in scientific research. The white civilization gets their starting location picked first, the green second, so and and so forth. Because the purple civilization has its location is picked last, every civilizations scientific advancement is either helped or hindered depending on how many more or less technologies one has when compared to the purple Civilization. For example, if the Romans have 10 more technologies when compared to the Indians, the Romans will research at a slower pace then they would normally. The purple civilization will always research at a normal rate. This is why if one plans on being a technologically advanced nation, it is best to pick one of the purple Civilizations. </div>  <div> Console Releases : The Civilization series has a strong online community. Players have come up with a number of ways to keep the game interesting, such as succession games (one player plays for a set number of turns, passes it onto someone else to play for a set number of turns, etc.), GOTM (game of the month; One of the big fansites creates a scenario every month for people to play, allowing players to directly compete and compare their results to one another). While the focus of this community tends to shift towards the newer releases in the franchise, particuaraly Civilization IV, there is still an active GOTM for Civilization II. There is also a large number of guides and strategies to be found on community fansites, as well as mods and scenarios.The two main fansites for all things Civilization:www.civfanatics.comwww.apolyton.com </div> "
Cleopatra's Fortune,Altron,Midas Interactive,"May 16, 2003",ps,A 2.5 indie fighting game,3030-79981,79981,0,2022-09-16,https://www.giantbomb.com/duels-of-fortune/3030-79981/,,
Clock Tower,Human Entertainment,ASCII Entertainment,"January 10, 1997",ps,A man with a giant pair of scissors wants you dead.,3030-2364,2364,0,1997-10-01,https://www.giantbomb.com/clock-tower/3030-2364/,CERO: C," <div> Overview : Clock Tower, titled Clock Tower 2 in Japan, is the sequel to Clock Tower: The First Fear and was developed by Human Entertainment in 1996 for the PlayStation. ASCII Entertainment released Clock Tower in North America a year later in 1997 and in Europe in 1998. </div>  <div> Story : Clock Tower takes place one year after the events of The First Fear. Jennifer Simpson has been adopted by Helen Maxwell and is receiving psychological treatment in Oslo, the capital of Norway, because of the horrors she experienced in the first game. The rest of Clock Tower's plot revolves around the mysteries of another survivor from the first game named Edward and the re-emergence of the Scissor Man.There are 10 different endings in Clock Tower, 5 for Jennifer and 5 for Helen. The player's actions and the character he/she is playing as in the final scenario, decides which ending the player will receive. </div>  <div> Gameplay : Clock Tower uses a Point and Click system that is found in many games of its era and genre. The user interface for Clock Tower was simplified from the original Super Famicom game, Clock Tower: The First Fear, in order to have better interaction in the game. One aspect of Clock Tower's plot that affects overall gameplay is the main antagonist, Scissor Man, who appears randomly and chases the player throughout the game. The player will have to hide, find objects, and solve puzzles in order to protect his/herself from Scissor Man. If Scissor Man attacks the player, the character will enter panic mode, in which he/she must mash the panic button in order to escape, with failure to do so (or low health) leading to a game over.The player controls a different character in each of Clock Tower's three separate scenarios. Samuel Barton is controlled in the prologue, Jennifer or Helen Maxwell in the first scenario, and either Nolan, Stan, or Helen in the final scenario. Between each scenario the player can explore a world map and gather clues in the town before going to the next level. </div>  <div> Playable Characters : Jennifer Simpson: The main character from the first Clock Tower game.Samuel Barton: A professor of criminal psychology that is investigating the Clock Tower Case.Helen Maxwell: Samuel Barton's assistant, who is also curious about the Clock Tower Case.Nolan Campbell: A tabloid newspaper reporter.Stan Gotts: An assistant-inspector who is investigating the Clock Tower Case with the police. </div>  <div> Trivia : ASCII Grip VClock Tower uses the ASCII Grip V, a one-handed Playstation controller used mainly for point and click RPG's. The controller features all of the buttons present on a normal Playstation controller and looks similar to the Wii's Nunchuck.The character Jennifer Simpson is actually modeled after famed actress Jennifer Connelly. </div> "
Clock Tower II: The Struggle Within,Human Entertainment,"Human Entertainment, Agetec","November 2, 1999",ps,"A girl with multiple personalities, a hatchet-wielding demon, and a famous curse are the main focus of this game...A world of folklore and psychological thrills awaits those who play.",3030-18132,18132,0,1998-03-12,https://www.giantbomb.com/clock-tower-2-the-struggle-within/3030-18132/,ESRB: M," <div> Summary : Clock Tower II: The Struggle Within, known in Japan as Clock Tower: Ghost Head, is a spin-off to the Clock Tower series and is the third entry in the franchise despite the game's American title. The Struggle Within is the first entry in the series to not feature Jennifer Simpson as a main character and instead follows a 16 year-old Alyssa Hale as she finds her relatives falling under the curse of the Maxwell Family. The game was developed by Human Entertainment for the PlayStation and was released in Japan on March 12, 1998 followed a year later by Agetec's North American release on October 31, 199. </div>  <div> Gameplay : Alyssa being attacked!The gameplay in Clock Tower 2 is similar to the first games, with a slightly heavier emphasis on puzzles and item collecting. The game still uses a point and click interface, with the inventory on the top of the screen. This time, you're being hunted by more than one crazy murderer: a psychotic zombified girl named Stephanie, her zombified brother, Michael, and various other psychos and zombies.Most of the game still consists of running through a house, evading mostly invulnerable enemies by hiding under or in furniture, or using your environment against them. This time, however, you share your body with Bates, your alternate personality. Bates is a tough guy, and, unlike Alyssa, he can use guns, which are placed sparingly throughout the game and allow you to get rid of an enemy easily.Alyssa can switch personalities with Bates by dropping her amulet somewhere (picking it up will turn you back to Alyssa). Bates and Alyssa will trigger different events in the story and can pick up or use different items. This element is important, because the game has a staggering 13 different endings. Seemingly inconsequential actions can largely affect the ending. </div>  <div> Characters : Alyssa Hale: Alyssa is the main character in Clock Tower 2. She is a 17 year old school girl who has been having dark visions of murder. Alyssa's father was never around much, but when she was young he gave her an amulet. The game opens as Alyssa is heading to her uncle's house.Bates (Mr. Bates): Alyssa's alter-ego. He is cold blooded and ruthless, the dark side of Alyssa. He is only able to take control of their body when Alyssa is not holding her amulet. He is shown to be very protective of Alyssa, usually not coming out unless she is in danger, even without the amulet.Philip Tate: Alyssa's uncle. He is the director of the Memorial Pharmaceuticals Research Lab. The first scenario of the game takes place in his home.Allen Hale: Alyssa's father. He worked with Philip at the Memorial Pharmaceuticals Research Lab, until George Maxwell appeared and took his position.Alex Corey: A detective who never does much. He is a snob, and only appears when the timing suits him, usually at the end of scenarios.Shannon Lewis: Allen Hale's other daughter. When her parents divorced, her mother took full custody of her. Her mother soon died of illness, and Shannon was raised by relatives. She grows to hate her father Allen, and Alyssa.George Maxwell: The oldest son of the Maxwell family. Took over Allen's position at the Research Lab, and is regarded as a scientific genius. </div> "
Codename: TenkaNA,Psygnosis,"SCEANA, PsygnosisPAL","May 31, 1997",ps,A first-person shooter for the PlayStation and PC.,3030-20149,20149,0,1997-05-31,https://www.giantbomb.com/codename-tenka/3030-20149/,ESRB: M," <div> Overview : Codename:Tenka is a first-person shooter developed by Sony Liverpool. In Tenka the player takes the role of Joseph D. Tenka (named after the writer named after Joseph Deacon) as he battles to understand his surroundings and his personal history. The most notable aspect of Tenka is that it was one of the first 3D shooters on Playstation to feature real 3D enemies. In most other respects Tenka is a rather unremarkable game which received moderate critical acclaim and luke-warm sales.A demo of the game appeared on the European version of ""Demo 1"", a demo disk that was packaged alongside the Playstation.In Europe the game was released as Lifeforce:Tenka. </div>  <div> Story : The plot in Codename: Tenka is that, in the year 2096, the Earth has become an over polluted, war torn wasteland, and those inhabitants left on Earth dream only of making their escape to off-world colonies, where life promises to be paradise. Tenka laboured for many years to travel to a colony, only to find that his chosen planet of Extruvius 328 - B is Trojan Inc.'s manufacturing plant for bionoids. Clients who ""will not be missed"" are taken to the planet and used in the creation of this deadly warrior Bionoids. Someone set's you free in the opening FMV, and led by a rogue version of an AI called ZENITH in between missions, your mission is to get off the planet. Players who managed to reach the end of the game were rewarded with a full motion video clip of the hero being arbitrarily slain by a female robot, presumed to be ZENITH - such is life in the future. </div>  <div> Gameplay : A notable gameplay feature was the weapon, ""Innovative Self-Generating Polymorphic Armoury"" (or SG-26), similar to the Lawgiver possessed by Judge Dredd. Throughout the game, certain enemies drop cubes which add a new feature to the gun - starting out with a single shot function, slowly upgrading to rapid fire, adding features such as a laser, mines, rockets and grenades. </div> "
Colin McRae Rally,Codemasters,Codemasters,"March 1, 2000",ps,Colin McRae Rally is the first entry in the Colin McRae Rally franchise.,3030-1794,1794,0,1998-09-29,https://www.giantbomb.com/colin-mcrae-rally/3030-1794/,ESRB: E," <div> Overview : Colin McRae Rally is a racing game developed by Codemasters (PC and Playstation Versions) and Spellbound Entertainment (Game Boy Color Version).Colin McRae Rally was published by Codemasters (PC Versions and European Playstation Versions), THQ (Game Boy Color Version), Sammy Corporation (Original Japanese Playstation release), Spike Co. (Japanese Playstation Re-Release), and SCEA (US Playstation Version).The game features twelve different laser modeled vehicles in which players can compete against the clock and your rivals over fifty unique stages from eight different countries, which are;New Zealand, Sweden, Australia, United Kingdom, Monte Carlo, Greece, Corsica and Indonesia. Whilst the rallies are named after the real life events each of their stages are fictional.  </div>  <div> Cars : RENAULT MAXI MEGANEPower250 bhpTop Speed140.0 mphHandlingPoorBraking PowerVery GoodWheelbase2468mm, Front Wheel DriveSKODA FELICIA KIT CARPower240 bhpTop Speed145.0 mphHandlingGoodBraking PowerGoodWheelbase2450mm, Front Wheel Drive SEAT IBIZA KIT CAR EVO2Power230 bhpTop Speed150.0 mphHandlingGoodBraking PowerAverageWheelbase2440mm, Front Wheel Drive VW GOLF GTI KIT CARPower250 bhpTop Speed145.0 mphHandlingGoodBraking PowerVery GoodWheelbase2431mm, Front Wheel Drive </div>  <div> Novice : SUBARU IMPREZA WRCPower300 bhpTop Speed160.0 mphHandlingGoodBraking PowerGoodWheelbase2520mm, 4 Wheel Drive </div>  <div> Intermediate : Mitsubishi Lancer E4Power300 bhpTop Speed149.9 mphHandlingGoodBraking PowerGoodWheelbase2500mm, 4 Wheel Drive </div>  <div> Expert (Hidden) : Ford Escort WRCPower290 bhpTop Speed149.9 mphHandlingGoodBraking PowerVery GoodWheelbase2550mm, 4 Wheel Drive </div> "
Colin McRae Rally 2.0,Codemasters,Codemasters,"December 5, 2000",ps,,3030-14115,14115,0,2000-12-05,https://www.giantbomb.com/colin-mcrae-rally-20/3030-14115/,ESRB: E,
College Slam,Iguana Entertainment,Acclaim,"February 10, 1996",ps,"A spin-off of the NBA Jam arcade basketball series, featuring over 40 teams from the NCAA's Division I.",3030-125,125,0,,https://www.giantbomb.com/college-slam/3030-125/,ESRB: K-A," <div> Overview : College Slam is an arcade-style belt-scrolling basketball game developed by Iguana UK (alongside Iguana) and published by Acclaim for the Sony PlayStation, Sega Saturn, Super Nintendo Entertainment System, Sega Genesis, and PC (running MS-DOS) exclusively in North America in 1996.A spin-off of the NBA Jam series, College Slam features 44 teams from the Division I college teams of the National Collegiate Athletic Association (NCAA). While gameplay remains identical to the console ports of NBA Jam: Tournament Edition (including power-ups and other optional gameplay mechanics), the game features new career modes (including a lengthy Season Mode).While the game does not feature the names or likenesses of any NCAA basketball player (with each team instead having five players named by the five basketball positions), players can choose to customize both the names and overall stats of each player.The game was also ported by Torus Games to the Game Boy in 1996. </div>  <div> Power-Ups! : 3: Increases the ability to make the three-point outside shot.D: Allows Monster Jams from anywhere on the court.S: Greatly increases overall speed.P: Greatly increases power.T: Provides temporary unlimited boost action.F: Causes the player to be temporarily ""on fire"".B: The bomb knocks over everyone on the court except the player.?: Randomly activates the effects of one of the other icons.R: Reverses the direction of the ball if it's in mid-shot.Z: Prevents opponents from scoring by zapping the player's hoop with a flash of lightning.I: Causes teammate to become invisible for a brief period of time.C: Causes the ball to chaotically bounce in random directions every time it hits the floor.W: Causes the player character to become a whirlwind that will knock over any player who comes in contact with them. [Note the controller will be affected such that the player character will keep moving in one direction until the player presses another direction on the control pad. If they are in possession of the ball, shooting or passing will neutralize the whirlwind.] </div>  <div> Teams : AlabamaArizonaArkansasBoston CollegeCal. BerkeleyCincinnatiConnecticutDukeFloridaFSUGeorgetownGeorgiaGeorgia TechIllinoisIndianaIowaKansasKentuckyLSUMarylandMassachusettsMemphisMichiganMichigan StateMissouriNebraskaNC StateOhio StateOklahomaOklahoma StatePenn StatePurdueSt. John'sSouth CarolinaSyracuseTexasUCLAUNCUNLVUSCVillanovaVirginiaWake ForestWisconsin </div> "
Colony Wars,Psygnosis,Psygnosis,"October 31, 1997",ps,A war is raging between the League of Free Worlds and the Colonial Navy. You are a League fighter pilot. It's time to fight!,3030-4830,4830,0,1997-11-04,https://www.giantbomb.com/colony-wars/3030-4830/,ESRB: K-A," <div> Overview : Colony Wars is the first game in what would become a trilogy. A space combat simulation game by Psynosis, it owes much to the Wing Commander Series. The unnamed protagonist, a space fighter pilot for the League of Free Worlds, fights a series of missions over several star systems. The game came on two discs.The Colonial Navy, the military wing of the mighty Earth Empire, oppresses its colonies to keep a dying earth resupplied. The League of Free Worlds, a group of colony worlds in open revolt, fights back for independence from Earth. The battle rages from the League's home system of Gallonigher, across the galaxy, with the eventual goal of capturing or isolating Earth.""Connected to www.colonywars.com"" in the bottom left hand corner.The game featured a branching storyline with 5 different ending depending on what missions the player completes or fails.The game may also hold the record for earliest console game to display ""Connected to www.website.com"", despite the fact the Playstation 1 had absolutely no network capabilities.  </div>  <div> Weapons : NameUseAnti-Shield LaserUsed to drain the shields of an enemy, preventing damage to the hull.LaserDoes minimal damage to the shields, quickly destroys hull.EMP GunDisrupts enemy electrical systems, prevents enemies from gaining a lock. Prolonged use can disable a ship entirely.Scatter GunRapid fire, high spread weapon. Good against shields, great against hull.Plasma CannonSlow moving, greatly damages shields with damage bleeding through to hull.Motion MissileCan only track enemies if they are moving above a certain speed, bad against shields, good against hull.Tracker MissileHeat seeking missile, but it will lose it's lock over time.Anti-Shield MissileStrips some ships of shields entirely, effective against large frigates or cruisers.EMP MissileCan disable most craft in one hit.Plasma TorpedoThis torpedo deals huge hull damage and has area of effect capabilities, damaging any smaller ships nearby.Anti-Shield TorpedoDeals huge shield damage with AOE on smaller ships.Burst TorpedoThis missile bursts into many smaller missiles after 5 seconds. Highly effective against large ships or clusters of small fighters.Grapple GunTractor beam, prevents target from moving .Mole MissileTags ships and displays their location on the Radar at all times. </div> "
Colony Wars: Red Sun,Psygnosis,SCEE,"April 12, 2000",ps,Colony Wars III: Red Sun is a space simulation video game for the PlayStation developed by Psygnosis in 2000.,3030-6907,6907,0,2000-05-02,https://www.giantbomb.com/colony-wars-iii-red-sun/3030-6907/,,
Colony Wars: Vengeance,Psygnosis,Psygnosis,"October 15, 1998",ps,"The second Colony Wars game.  Once again a war is raging between the League of Free Worlds and the Colonial Navy.  However, this time, you fight for the Navy.",3030-4544,4544,0,1998-11-05,https://www.giantbomb.com/colony-wars-vengeance/3030-4544/,ESRB: E," <div> Overview : Colony Wars: Vengeance is the sequel to the well-received space dogfighter Colony Wars. It takes place after the League of Free Worlds destroys the Earth Colonial Navy's jumpgate out of the Sol system, effectively trapping them within their own overcrowded solar system. After decades of civil war and in-fighting, the Colonial Navy gains enough strength to overcome local tribes and renew efforts to leave Sol and seek revenge on the League. You take the role of a pilot within the Colonial Navy. </div>  <div> Gameplay : Colony Wars: Vengeance plays exactly like Colony Wars. It makes use of the D-pad for flight direction with support for using the dual-analog sticks instead. The face buttons are used for weapon selection and firing. Shoulders control the thrust and roll.   Rare to most games of the space dogfighting genre is the branching storyline based on mission performance. Colony Wars had it and it's back again in Colony Wars: Vengeance. The story continues whether you succeed or fail at the mission. Fail too often and you'll see the games' worst endings.   Ship selection varies from small fighters to larger space superiority craft. The two primary weapon types are lasers and missiles, both of which come in a number of varieties with the standards being anti-shield and anti-hull. These two become your bread and butter for most missions, wearing down enemy ships with the anti-shield weaponry before finishing them off with anti-hull. To assist in the fight you're provided a 3D radar and AI wingmen. </div> "
Covert Ops: Nuclear DawnNA,"Sugar & Rockets Inc., Tyo Entertainment",SCEE,"May 31, 2000",ps,Covert Ops: Nuclear Dawn is a PlayStation game that puts you in the shoes of NATO Lt. Jack Morton--the sole survivor of a terrorist attack on an armored train: The Blue Harvest.,3030-18354,18354,0,2000-05-31,https://www.giantbomb.com/covert-ops-nuclear-dawn/3030-18354/,ESRB: M," <div> Gameplay : The gameplay in Covert Ops is similar to that found in Resident Evil, with the obvious difference being the games military theme. One of the primary complaints from reviewers was the claustrophobic environments and awkward camera angles due to the game taking place (almost entirely) on a train. </div>  <div> Story : In Eastern Europe, a terrorist group known as the ""Knights of the Apocalypse"" successfully breach security and board the NATO armored train, Blue Harvest, somewhere on the outskirts of St. Petersburg. Amongst those on board is the French Ambassador to Russia, Pierre Simon, his 45-year-old wife Catherine, and his 11-year-old daughter, Jane. Boris Zugoski, former KGB agent and leader of the terrorists, demands 20 billion US dollars and safe passage into France in exchange for the lives of the Simon family. The presence of a nuclear bomb on board the train also presents a great risk. A rescue team is dispatched to the location of the captured train with the hope that the hostages can be extracted.Lieutenant Jack Morton, a U.S. Air Force helicopter pilot, is a member of a multi-national NATO escort assigned to the Blue Harvest, and becomes the only NATO survivor who can mount an effective resistance. The assault consists of an ambush by four missile-armed helicopters that suddenly destroy the friendly air assets escorting the Blue Harvest out of Russia. The first stage of the assault is immediately followed by the detonation of at least one remote-controlled bomb planted on the train, and then by a boarding action with a well-equipped assault team of several dozen men carried by the four attacking helicopters -- which descend low enough that the assault team merely jumps, without using ropes. Lt. Morton, however, also manages to jump from his helicopter as it is being destroyed. Hanging from the side of the train, he conceals himself until the initial attack is over, then he sneaks inside the train without being seen. Upon radioing headquarters, he is briefed on the situation and is given his orders: to locate and protect the Ambassador and his family until help arrives. The game does feature some player decision making and multiple endings based on performance at various points through out the game. </div>  <div> Chapter & Location Listing : St. Petersburgh - RussiaNovgorod - RussiaMinsk - BelarusWarsaw / Lubland - PolandPoznan - PolandBerlin / Leipzig - GermanyStuttgart - GermanyZurich - SwitzerlandGeneva - SwitzerlandLyon - France </div>  <div> Characters : Jack Morton - Main character, Jack Morton is a second lieutenant in the U.S. Air Force.Christina Wayborn - Wayborn is in charge of the guards assigned to the French Ambassador.Billy Macguire - French Army officer in charge of the Blue Harvest's radar system.Pierre Simon - The French ambassador to Russia, performing the last duties for his job by riding on the Blue Harvest.Catherine Simon & Jane Simon - The wife and daughter of French Ambassador Pierre Simon who are held captive with him on the Blue Harvest.Philip Mason - The French Ambassador's secretary </div>  <div> Villains & Bosses : Boris Zugoski - The primary villain in the game, Zugoski is the leader of the terrorist group known as ""Knights of the Apocalypse""Andrei MikhalkovVincent RossaNikita Andropov </div>  <div> Weapons : FistsBlack Panther 9mm Handgun (Dual Wielding available)M-75 Guardian 9mm Machine Gun50550 5.6mm Assault RifleHand GrenadesPlastic Explosives </div>  <div> Multiple Endings : Covert Ops Nuclear Dawn features multiple endings for your character based not on your performance in the game, but decisions you make as well. </div> "
Command & Conquer,Westwood Studios,Virgin Interactive,"March 10, 1997",ps,"Nearly 10 years after GAEA Mission, Carrier Command 2 is the 2021 entry to the classic naval strategy and drone warfare franchise by Microprose.",3030-83110,83110,0,2021-08-10,https://www.giantbomb.com/carrier-command-2/3030-83110/,,
Command & Conquer: Red Alert,Westwood Studios,"Virgin Interactive, EA Games (Platinum Re-Release)","October 15, 1997",ps,"Nearly 10 years after GAEA Mission, Carrier Command 2 is the 2021 entry to the classic naval strategy and drone warfare franchise by Microprose.",3030-83110,83110,0,2021-08-10,https://www.giantbomb.com/carrier-command-2/3030-83110/,,
Command & Conquer Red Alert: Retaliation (Expansion),Westwood Studios,Virgin Interactive,"August 28, 1998",ps,"Nearly 10 years after GAEA Mission, Carrier Command 2 is the 2021 entry to the classic naval strategy and drone warfare franchise by Microprose.",3030-83110,83110,0,2021-08-10,https://www.giantbomb.com/carrier-command-2/3030-83110/,,
Contender,Victor Interactive Software,SCEANA,"January 13, 1999",ps,"A boxing game that straddles the line between arcade and sim. Known as Victory Boxing 2 in Europe, Contender was the first title in the series to be released outside of Europe.",3030-22894,22894,0,1998-05-21,https://www.giantbomb.com/contender/3030-22894/,ESRB: E,
Contender 2,Bam Entertainment,Bam Entertainment,"December 19, 2000",ps,A goofy boxing game with a unique collection of characters.,3030-13941,13941,0,2000-12-19,https://www.giantbomb.com/contender-2/3030-13941/,ESRB: T,
Contra: Legacy of War,Appaloosa Interactive,Konami,"November 29, 1996",ps,The Contra series begins the three-dimensional treatment with Contra: Legacy of War.,3030-14566,14566,0,1996-11-30,https://www.giantbomb.com/contra-legacy-of-war/3030-14566/,ESRB: T," <div> Overview : Contra: Legacy of War is a 3D action game developed by Appaloosa and published by Konami for the PlayStation on November 29, 1996 (and later on the Saturn in 1997). </div> "
Cool Boarders,UEP Systems,SCEE,"December 31, 1996",ps,Cool Boarders is a snow boarding game for the original Playstation.,3030-12112,12112,0,1996-08-30,https://www.giantbomb.com/cool-boarders/3030-12112/,ESRB: E,
Cool Boarders 2,UEP Systems,SCEE,"November 11, 1997",ps,"Race down the slopes yet again in Cool Boarders 2, this time against A.I.",3030-15024,15024,0,1997-08-28,https://www.giantbomb.com/cool-boarders-2/3030-15024/,ESRB: K-A," <div> Modes : As the name suggests, in this mode you traverse a course anyway you want. Whether that means pulling off tricks off of every jump, racing your way for a record time, or a mixture of both. Scoring in freestyle mode involves tricks performed, wipeouts, and time. </div>  <div> Tracks : In Halfpipe mode, the player goes down a halfpipe trying to rack up as many points as possible utilizing various tricks. The scoring is based on the tricks performed. </div>  <div> Characters : This mode acts like a ski jump, where scoring is based on the maximum distance and rotation achieved. Additionally, pulling off some grabs during the jump allows for points to be achieved. </div> "
